Lead_ID,Inquiry_Date,City,Project_Type,Lead_Source,Budget_INR_K,Funnel_Stage,Stage_Order,Converted,Loss_Reason,Days_In_Funnel
LD-0492,2023-11-23,Pune,Kitchen Storage,Instagram,117.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0493,2023-10-29,Delhi,Living Room Set,Referral,295.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0494,2023-10-29,Delhi,Wardrobe Unit,Google Ads,232.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0495,2023-11-13,Hyderabad,Children's Room,Referral,96.0,Closed Won,5,1,,23
LD-0496,2023-12-02,Delhi,Home Office,Google Ads,90.0,Quote Sent,3,0,Switched to flat-pack alternative,16
LD-0497,2023-12-26,Mumbai,Kitchen Storage,Referral,111.0,Site Visit Done,2,0,Not ready to proceed,6
LD-0498,2023-12-03,Delhi,Home Office,Word of Mouth,135.0,Closed Won,5,1,,35
LD-0499,2023-12-22,Delhi,Children's Room,Referral,116.0,Quote Sent,3,0,Budget cut after quote,18
LD-0500,2023-12-04,Delhi,Bedroom System,Instagram,241.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0501,2023-12-05,Hyderabad,Bedroom System,Housing.com,131.0,Inquiry Only,1,0,Location too far,2
LD-0502,2023-12-14,Delhi,Bedroom System,Walk-in Showroom,122.0,Inquiry Only,1,0,Location too far,3
LD-0503,2023-11-29,Pune,Kitchen Storage,Referral,167.0,Closed Won,5,1,,23
LD-0504,2023-12-12,Pune,Children's Room,Word of Mouth,136.0,Closed Won,5,1,,44
LD-0505,2023-11-30,Pune,Living Room Set,Referral,174.0,Site Visit Done,2,0,Competitor visited first,8
LD-0506,2023-12-24,Hyderabad,Wardrobe Unit,Referral,162.0,Quote Sent,3,0,Budget cut after quote,14
LD-0507,2023-12-09,Hyderabad,Home Office,Referral,107.0,Quote Sent,3,0,Switched to flat-pack alternative,15
LD-0508,2023-12-21,Delhi,Children's Room,Referral,86.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0509,2023-12-15,Mumbai,Living Room Set,Google Ads,170.0,Site Visit Done,2,0,Scope too large,8
LD-0510,2023-12-07,Delhi,Wardrobe Unit,Referral,145.0,Quote Sent,3,0,Budget cut after quote,12
LD-0511,2023-12-01,Delhi,Living Room Set,Housing.com,346.0,Inquiry Only,1,0,Could not schedule,3
LD-0512,2023-12-03,Bengaluru,Children's Room,Walk-in Showroom,83.0,Inquiry Only,1,0,Location too far,4
LD-0513,2023-12-25,Mumbai,Bedroom System,Walk-in Showroom,256.0,Quote Sent,3,0,Budget cut after quote,11
LD-0514,2023-12-19,Bengaluru,Bedroom System,Google Ads,146.0,Quote Sent,3,0,Price too high,14
LD-0515,2023-12-14,Delhi,Bedroom System,Walk-in Showroom,269.0,Negotiation,4,0,Competitor won on delivery time,17
LD-0516,2023-12-13,Delhi,Bedroom System,Word of Mouth,198.0,Inquiry Only,1,0,Could not schedule,4
LD-0517,2023-12-24,Bengaluru,Wardrobe Unit,Google Ads,115.0,Inquiry Only,1,0,No response after inquiry,4
LD-0518,2023-11-29,Bengaluru,Kitchen Storage,Google Ads,109.0,Quote Sent,3,0,Budget cut after quote,16
LD-0519,2023-12-24,Delhi,Bedroom System,Google Ads,270.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0520,2023-12-04,Hyderabad,Living Room Set,Referral,282.0,Inquiry Only,1,0,Could not schedule,2
LD-0521,2023-12-25,Mumbai,Living Room Set,Referral,245.0,Site Visit Done,2,0,Site visit done but ghosted,4
LD-0522,2023-12-25,Mumbai,Home Office,Referral,127.0,Site Visit Done,2,0,Competitor visited first,9
LD-0523,2023-11-28,Bengaluru,Living Room Set,Referral,283.0,Inquiry Only,1,0,No response after inquiry,4
LD-0524,2023-12-14,Chennai,Children's Room,Instagram,110.0,Inquiry Only,1,0,Location too far,5
LD-0525,2023-12-15,Pune,Home Office,Google Ads,132.0,Inquiry Only,1,0,No response after inquiry,3
LD-0526,2023-12-06,Delhi,Living Room Set,Instagram,223.0,Negotiation,4,0,Competitor won on delivery time,23
LD-0527,2023-12-12,Bengaluru,Home Office,Referral,194.0,Closed Won,5,1,,25
LD-0528,2023-12-25,Bengaluru,Living Room Set,Walk-in Showroom,262.0,Quote Sent,3,0,Switched to flat-pack alternative,13
LD-0529,2023-12-13,Mumbai,Home Office,Referral,172.0,Inquiry Only,1,0,No response after inquiry,3
LD-0530,2023-12-03,Bengaluru,Living Room Set,Google Ads,321.0,Quote Sent,3,0,Switched to flat-pack alternative,11
LD-0531,2023-12-01,Bengaluru,Bedroom System,Walk-in Showroom,128.0,Closed Won,5,1,,40
LD-0532,2023-11-27,Mumbai,Living Room Set,Instagram,249.0,Quote Sent,3,0,Budget cut after quote,14
LD-0533,2023-12-21,Mumbai,Living Room Set,Google Ads,340.0,Site Visit Done,2,0,Site visit done but ghosted,8
LD-0534,2023-12-23,Mumbai,Kitchen Storage,Instagram,146.0,Site Visit Done,2,0,Scope too large,7
LD-0535,2023-11-28,Bengaluru,Kitchen Storage,Walk-in Showroom,124.0,Quote Sent,3,0,Quote rejected outright,14
LD-0536,2023-12-02,Ahmedabad,Children's Room,Instagram,127.0,Site Visit Done,2,0,Site visit done but ghosted,6
LD-0537,2023-11-28,Delhi,Bedroom System,Instagram,258.0,Quote Sent,3,0,Budget cut after quote,7
LD-0538,2023-12-22,Delhi,Living Room Set,Referral,199.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0539,2023-12-12,Hyderabad,Living Room Set,Referral,168.0,Site Visit Done,2,0,Site visit done but ghosted,4
LD-0540,2023-11-30,Mumbai,Home Office,Instagram,95.0,Site Visit Done,2,0,Not ready to proceed,10
LD-0541,2023-12-09,Pune,Living Room Set,Housing.com,222.0,Site Visit Done,2,0,Competitor visited first,9
LD-0542,2023-12-03,Delhi,Home Office,Instagram,148.0,Inquiry Only,1,0,No response after inquiry,4
LD-0543,2023-12-14,Hyderabad,Children's Room,Referral,84.0,Quote Sent,3,0,Budget cut after quote,14
LD-0544,2023-12-02,Pune,Bedroom System,Referral,261.0,Quote Sent,3,0,Budget cut after quote,18
LD-0545,2023-12-03,Ahmedabad,Kitchen Storage,Referral,163.0,Quote Sent,3,0,Budget cut after quote,13
LD-0546,2023-11-29,Mumbai,Home Office,Google Ads,85.0,Inquiry Only,1,0,Location too far,1
